,vertice_du,taxa_prefixadas,taxa_ipca,taxa_implicita,data_referencia
11,1638,11.3908,5.4747,5.609,2022-01-28
12,1764,11.4214,5.4932,5.6195,2022-01-28
13,1890,11.4508,5.5113,5.6292,2022-01-28
14,2016,11.4785,5.5286,5.6381,2022-01-28
15,2142,11.5043,5.545,5.6462,2022-01-28
16,2268,11.5281,5.5602,5.6535,2022-01-28
17,2394,11.55,5.5744,5.66,2022-01-28
18,2520,11.5701,5.5875,5.666,2022-01-28
19,2646,11.5885,5.5996,5.6713,2022-01-28
20,2772,,5.6108,,2022-01-28
21,2898,,5.6211,,2022-01-28
22,3024,,5.6306,,2022-01-28
23,3150,,5.6395,,2022-01-28
24,3276,,5.6477,,2022-01-28
25,3402,,5.6553,,2022-01-28
26,3528,,5.6624,,2022-01-28
27,3654,,5.6691,,2022-01-28
28,3780,,5.6753,,2022-01-28
29,3906,,5.6811,,2022-01-28
30,4032,,5.6865,,2022-01-28
31,4158,,5.6916,,2022-01-28
32,4284,,5.6964,,2022-01-28
33,4410,,5.701,,2022-01-28
34,4536,,5.7053,,2022-01-28
35,4662,,5.7093,,2022-01-28
36,4788,,5.7132,,2022-01-28
37,4914,,5.7169,,2022-01-28
38,5040,,5.7203,,2022-01-28
39,5166,,5.7236,,2022-01-28
40,5292,,5.7268,,2022-01-28
41,5418,,5.7298,,2022-01-28
42,5544,,5.7326,,2022-01-28
43,5670,,5.7354,,2022-01-28
44,5796,,5.738,,2022-01-28
45,5922,,5.7405,,2022-01-28
46,6048,,5.7429,,2022-01-28
47,6174,,5.7452,,2022-01-28
48,6300,,5.7474,,2022-01-28
49,6426,,5.7495,,2022-01-28
50,6552,,5.7516,,2022-01-28
51,6678,,5.7535,,2022-01-28
52,6804,,5.7554,,2022-01-28
53,6930,,5.7572,,2022-01-28
54,7056,,5.759,,2022-01-28
55,7182,,5.7607,,2022-01-28
56,7308,,5.7623,,2022-01-28
57,7434,,5.7639,,2022-01-28
58,7560,,5.7654,,2022-01-28
59,7686,,5.7669,,2022-01-28
60,7812,,5.7684,,2022-01-28
61,7938,,5.7697,,2022-01-28
62,8064,,5.7711,,2022-01-28
63,8190,,5.7724,,2022-01-28
64,8316,,5.7737,,2022-01-28
65,8442,,5.7749,,2022-01-28
66,8568,,5.7761,,2022-01-28
67,8694,,5.7772,,2022-01-28
68,8820,,5.7783,,2022-01-28
69,8946,,5.7794,,2022-01-28
70,9072,,5.7805,,2022-01-28
71,9198,,5.7815,,2022-01-28
72,9324,,5.7825,,2022-01-28
73,9450,,5.7835,,2022-01-28
74,9576,,5.7844,,2022-01-28
0,252,12.3209,6.7283,5.24,2022-01-31
1,378,12.0805,6.2615,5.4761,2022-01-31
2,504,11.7623,5.9093,5.5264,2022-01-31
3,630,11.5089,5.689,5.5066,2022-01-31
4,756,11.3412,5.5582,5.4784,2022-01-31
5,882,11.2445,5.484,5.461,2022-01-31
6,1008,11.1986,5.4451,5.4563,2022-01-31
7,1134,11.1862,5.4284,5.4613,2022-01-31
8,1260,11.1945,5.4257,5.4719,2022-01-31
9,1386,11.2149,5.4315,5.4854,2022-01-31
10,1512,11.2418,5.4425,5.4999,2022-01-31
11,1638,11.2715,5.4563,5.5143,2022-01-31
12,1764,11.3019,5.4714,5.528,2022-01-31
13,1890,11.3317,5.487,5.5406,2022-01-31
14,2016,11.3602,5.5025,5.5521,2022-01-31
15,2142,11.3869,5.5175,5.5624,2022-01-31
16,2268,11.4118,5.5318,5.5717,2022-01-31
17,2394,11.4348,5.5453,5.58,2022-01-31
18,2520,11.4561,5.558,5.5875,2022-01-31
19,2646,11.4757,5.5698,5.5943,2022-01-31
20,2772,,5.5808,,2022-01-31
21,2898,,5.5911,,2022-01-31
22,3024,,5.6006,,2022-01-31
23,3150,,5.6095,,2022-01-31
24,3276,,5.6178,,2022-01-31
25,3402,,5.6255,,2022-01-31
26,3528,,5.6327,,2022-01-31
27,3654,,5.6394,,2022-01-31
28,3780,,5.6457,,2022-01-31
29,3906,,5.6517,,2022-01-31
30,4032,,5.6572,,2022-01-31
31,4158,,5.6624,,2022-01-31
32,4284,,5.6674,,2022-01-31
33,4410,,5.672,,2022-01-31
34,4536,,5.6764,,2022-01-31
35,4662,,5.6806,,2022-01-31
36,4788,,5.6845,,2022-01-31
37,4914,,5.6882,,2022-01-31
38,5040,,5.6918,,2022-01-31
39,5166,,5.6952,,2022-01-31
40,5292,,5.6984,,2022-01-31
41,5418,,5.7015,,2022-01-31
42,5544,,5.7044,,2022-01-31
43,5670,,5.7072,,2022-01-31
44,5796,,5.7099,,2022-01-31
45,5922,,5.7124,,2022-01-31
46,6048,,5.7149,,2022-01-31
47,6174,,5.7172,,2022-01-31
48,6300,,5.7195,,2022-01-31
49,6426,,5.7217,,2022-01-31
50,6552,,5.7238,,2022-01-31
51,6678,,5.7258,,2022-01-31
52,6804,,5.7277,,2022-01-31
53,6930,,5.7296,,2022-01-31
54,7056,,5.7314,,2022-01-31
55,7182,,5.7331,,2022-01-31
56,7308,,5.7348,,2022-01-31
57,7434,,5.7364,,2022-01-31
58,7560,,5.738,,2022-01-31
59,7686,,5.7395,,2022-01-31
60,7812,,5.741,,2022-01-31
61,7938,,5.7424,,2022-01-31
62,8064,,5.7438,,2022-01-31
63,8190,,5.7451,,2022-01-31
64,8316,,5.7464,,2022-01-31
65,8442,,5.7476,,2022-01-31
66,8568,,5.7489,,2022-01-31
67,8694,,5.75,,2022-01-31
68,8820,,5.7512,,2022-01-31
69,8946,,5.7523,,2022-01-31
70,9072,,5.7534,,2022-01-31
71,9198,,5.7544,,2022-01-31
72,9324,,5.7555,,2022-01-31
73,9450,,5.7565,,2022-01-31
74,9576,,5.7574,,2022-01-31
0,252,12.2163,6.717,5.1531,2022-02-01
1,378,11.9285,6.2006,5.3934,2022-02-01
2,504,11.5922,5.8355,5.4392,2022-02-01
3,630,11.3382,5.6165,5.4174,2022-02-01
4,756,11.1786,5.492,5.3905,2022-02-01
5,882,11.0935,5.4252,5.3766,2022-02-01
6,1008,11.0599,5.3934,5.3765,2022-02-01
7,1134,11.0591,5.3828,5.3863,2022-02-01
8,1260,11.0779,5.3851,5.4019,2022-02-01
9,1386,11.1073,5.3948,5.42,2022-02-01
10,1512,11.142,5.4087,5.4391,2022-02-01
11,1638,11.1783,5.4246,5.4576,2022-02-01
12,1764,11.2144,5.4412,5.4752,2022-02-01
13,1890,11.2489,5.4577,5.4914,2022-02-01
14,2016,11.2815,5.4737,5.5063,2022-02-01
15,2142,11.3118,5.4889,5.5199,2022-02-01
16,2268,11.3397,5.5032,5.532,2022-02-01
17,2394,11.3655,5.5165,5.5432,2022-02-01
18,2520,11.3891,5.5289,5.5531,2022-02-01
19,2646,11.4109,5.5404,5.5623,2022-02-01
20,2772,,5.551,,2022-02-01
21,2898,,5.5609,,2022-02-01
22,3024,,5.57,,2022-02-01
23,3150,,5.5784,,2022-02-01
24,3276,,5.5863,,2022-02-01
25,3402,,5.5936,,2022-02-01
26,3528,,5.6004,,2022-02-01
27,3654,,5.6067,,2022-02-01
28,3780,,5.6127,,2022-02-01
29,3906,,5.6182,,2022-02-01
30,4032,,5.6234,,2022-02-01
31,4158,,5.6283,,2022-02-01
32,4284,,5.633,,2022-02-01
33,4410,,5.6373,,2022-02-01
34,4536,,5.6414,,2022-02-01
35,4662,,5.6453,,2022-02-01
36,4788,,5.649,,2022-02-01
37,4914,,5.6525,,2022-02-01
38,5040,,5.6559,,2022-02-01
39,5166,,5.659,,2022-02-01
40,5292,,5.6621,,2022-02-01
41,5418,,5.6649,,2022-02-01
42,5544,,5.6677,,2022-02-01
43,5670,,5.6703,,2022-02-01
44,5796,,5.6728,,2022-02-01
45,5922,,5.6752,,2022-02-01
46,6048,,5.6775,,2022-02-01
47,6174,,5.6797,,2022-02-01
48,6300,,5.6818,,2022-02-01
49,6426,,5.6839,,2022-02-01
50,6552,,5.6858,,2022-02-01
51,6678,,5.6877,,2022-02-01
52,6804,,5.6895,,2022-02-01
53,6930,,5.6913,,2022-02-01
54,7056,,5.693,,2022-02-01
55,7182,,5.6946,,2022-02-01
56,7308,,5.6962,,2022-02-01
57,7434,,5.6977,,2022-02-01
58,7560,,5.6992,,2022-02-01
59,7686,,5.7006,,2022-02-01
60,7812,,5.7019,,2022-02-01
61,7938,,5.7033,,2022-02-01
62,8064,,5.7046,,2022-02-01
63,8190,,5.7058,,2022-02-01
64,8316,,5.707,,2022-02-01
65,8442,,5.7082,,2022-02-01
66,8568,,5.7093,,2022-02-01
67,8694,,5.7104,,2022-02-01
68,8820,,5.7115,,2022-02-01
69,8946,,5.7126,,2022-02-01
70,9072,,5.7136,,2022-02-01
71,9198,,5.7146,,2022-02-01
72,9324,,5.7155,,2022-02-01
73,9450,,5.7165,,2022-02-01
74,9576,,5.7174,,2022-02-01
0,252,12.173,6.7157,5.1138,2022-02-02
1,378,11.839,6.1253,5.3839,2022-02-02
2,504,11.4765,5.7477,5.4174,2022-02-02
3,630,11.2107,5.5326,5.3804,2022-02-02
4,756,11.0478,5.4149,5.3435,2022-02-02
5,882,10.9634,5.3545,5.3238,2022-02-02
6,1008,10.9317,5.328,5.3202,2022-02-02
7,1134,10.9326,5.3214,5.3276,2022-02-02
8,1260,10.9524,5.3266,5.3412,2022-02-02
9,1386,10.9822,5.3382,5.3579,2022-02-02
10,1512,11.0163,5.3533,5.3752,2022-02-02
11,1638,11.0516,5.3698,5.3922,2022-02-02
12,1764,11.0861,5.3867,5.408,2022-02-02
13,1890,11.1189,5.4031,5.4228,2022-02-02
14,2016,11.1495,5.4189,5.436,2022-02-02
15,2142,11.1777,5.4336,5.448,2022-02-02
16,2268,11.2037,5.4474,5.4589,2022-02-02
17,2394,11.2274,5.4602,5.4686,2022-02-02
18,2520,11.2492,5.4719,5.4775,2022-02-02
19,2646,11.2691,5.4828,5.4855,2022-02-02
20,2772,,5.4929,,2022-02-02
21,2898,,5.5021,,2022-02-02
22,3024,,5.5107,,2022-02-02
23,3150,,5.5186,,2022-02-02
24,3276,,5.5259,,2022-02-02
25,3402,,5.5328,,2022-02-02
26,3528,,5.5391,,2022-02-02
27,3654,,5.5451,,2022-02-02
28,3780,,5.5506,,2022-02-02
29,3906,,5.5558,,2022-02-02
30,4032,,5.5606,,2022-02-02
31,4158,,5.5652,,2022-02-02
32,4284,,5.5695,,2022-02-02
33,4410,,5.5736,,2022-02-02
34,4536,,5.5774,,2022-02-02
35,4662,,5.5811,,2022-02-02
36,4788,,5.5845,,2022-02-02
37,4914,,5.5878,,2022-02-02
38,5040,,5.5909,,2022-02-02
39,5166,,5.5938,,2022-02-02
40,5292,,5.5966,,2022-02-02
41,5418,,5.5993,,2022-02-02
42,5544,,5.6018,,2022-02-02
43,5670,,5.6043,,2022-02-02
44,5796,,5.6066,,2022-02-02
45,5922,,5.6089,,2022-02-02
46,6048,,5.611,,2022-02-02
47,6174,,5.6131,,2022-02-02
48,6300,,5.615,,2022-02-02
49,6426,,5.6169,,2022-02-02
50,6552,,5.6188,,2022-02-02
51,6678,,5.6205,,2022-02-02
52,6804,,5.6222,,2022-02-02
53,6930,,5.6238,,2022-02-02
54,7056,,5.6254,,2022-02-02
55,7182,,5.6269,,2022-02-02
56,7308,,5.6284,,2022-02-02
57,7434,,5.6298,,2022-02-02
58,7560,,5.6312,,2022-02-02
59,7686,,5.6325,,2022-02-02
60,7812,,5.6338,,2022-02-02
61,7938,,5.635,,2022-02-02
62,8064,,5.6362,,2022-02-02
63,8190,,5.6374,,2022-02-02
64,8316,,5.6385,,2022-02-02
65,8442,,5.6396,,2022-02-02
66,8568,,5.6406,,2022-02-02
67,8694,,5.6417,,2022-02-02
68,8820,,5.6427,,2022-02-02
69,8946,,5.6436,,2022-02-02
70,9072,,5.6446,,2022-02-02
71,9198,,5.6455,,2022-02-02
72,9324,,5.6464,,2022-02-02
73,9450,,5.6473,,2022-02-02
74,9576,,5.6481,,2022-02-02
0,252,11.9478,6.4912,5.1239,2022-02-03
1,378,11.6363,5.9084,5.4083,2022-02-03
2,504,11.3116,5.5335,5.4751,2022-02-03
3,630,11.0805,5.3242,5.4653,2022-02-03
4,756,10.9465,5.217,5.4454,2022-02-03
5,882,10.8869,5.1701,5.4357,2022-02-03
6,1008,10.8771,5.1583,5.4382,2022-02-03
7,1134,10.8982,5.1665,5.4501,2022-02-03
8,1260,10.9368,5.1858,5.4674,2022-02-03
9,1386,10.9843,5.2106,5.4877,2022-02-03
10,1512,11.0352,5.2377,5.5089,2022-02-03
11,1638,11.0862,5.2651,5.5299,2022-02-03
12,1764,11.1353,5.2918,5.5498,2022-02-03
13,1890,11.1817,5.3171,5.5685,2022-02-03
14,2016,11.2249,5.3407,5.5858,2022-02-03
15,2142,11.2647,5.3626,5.6017,2022-02-03
16,2268,11.3014,5.3828,5.6162,2022-02-03
17,2394,11.335,5.4013,5.6296,2022-02-03
18,2520,11.3658,5.4184,5.6417,2022-02-03
19,2646,11.394,5.434,5.6528,2022-02-03
20,2772,,5.4484,,2022-02-03
21,2898,,5.4616,,2022-02-03
22,3024,,5.4739,,2022-02-03
23,3150,,5.4852,,2022-02-03
24,3276,,5.4956,,2022-02-03
25,3402,,5.5053,,2022-02-03
26,3528,,5.5144,,2022-02-03
27,3654,,5.5228,,2022-02-03
28,3780,,5.5306,,2022-02-03
29,3906,,5.538,,2022-02-03
30,4032,,5.5449,,2022-02-03
31,4158,,5.5514,,2022-02-03
32,4284,,5.5575,,2022-02-03
33,4410,,5.5633,,2022-02-03
34,4536,,5.5687,,2022-02-03
35,4662,,5.5739,,2022-02-03
36,4788,,5.5787,,2022-02-03
37,4914,,5.5834,,2022-02-03
38,5040,,5.5878,,2022-02-03
39,5166,,5.592,,2022-02-03
40,5292,,5.5959,,2022-02-03
41,5418,,5.5997,,2022-02-03
42,5544,,5.6034,,2022-02-03
43,5670,,5.6068,,2022-02-03
44,5796,,5.6101,,2022-02-03
45,5922,,5.6133,,2022-02-03
46,6048,,5.6164,,2022-02-03
47,6174,,5.6193,,2022-02-03
48,6300,,5.6221,,2022-02-03
49,6426,,5.6248,,2022-02-03
50,6552,,5.6274,,2022-02-03
51,6678,,5.6298,,2022-02-03
52,6804,,5.6322,,2022-02-03
53,6930,,5.6345,,2022-02-03
54,7056,,5.6368,,2022-02-03
55,7182,,5.6389,,2022-02-03
56,7308,,5.641,,2022-02-03
57,7434,,5.643,,2022-02-03
58,7560,,5.6449,,2022-02-03
59,7686,,5.6468,,2022-02-03
60,7812,,5.6486,,2022-02-03
61,7938,,5.6504,,2022-02-03
62,8064,,5.6521,,2022-02-03
63,8190,,5.6537,,2022-02-03
64,8316,,5.6553,,2022-02-03
65,8442,,5.6569,,2022-02-03
66,8568,,5.6584,,2022-02-03
67,8694,,5.6599,,2022-02-03
68,8820,,5.6613,,2022-02-03
69,8946,,5.6627,,2022-02-03
70,9072,,5.664,,2022-02-03
71,9198,,5.6653,,2022-02-03
72,9324,,5.6666,,2022-02-03
73,9450,,5.6678,,2022-02-03
74,9576,,5.669,,2022-02-03
0,252,12.0286,6.4835,5.2074,2022-02-04
1,378,11.7539,5.9489,5.479,2022-02-04
2,504,11.4632,5.5943,5.5579,2022-02-04
3,630,11.2631,5.3969,5.5658,2022-02-04
4,756,11.1566,5.2983,5.5635,2022-02-04
5,882,11.1207,5.2576,5.5702,2022-02-04
6,1008,11.1314,5.2497,5.5883,2022-02-04
7,1134,11.1698,5.2599,5.6145,2022-02-04
8,1260,11.2231,5.2796,5.6454,2022-02-04
9,1386,11.283,5.3037,5.6781,2022-02-04
10,1512,11.3442,5.3291,5.7107,2022-02-04
11,1638,11.4039,5.3544,5.742,2022-02-04
12,1764,11.4605,5.3786,5.7714,2022-02-04
13,1890,11.5132,5.4012,5.7987,2022-02-04
14,2016,11.5619,5.4221,5.824,2022-02-04
15,2142,11.6065,5.4414,5.8469,2022-02-04
16,2268,11.6472,5.459,5.8678,2022-02-04
17,2394,11.6845,5.475,5.8871,2022-02-04
18,2520,11.7185,5.4897,5.9046,2022-02-04
19,2646,11.7497,5.5032,5.9206,2022-02-04
20,2772,,5.5155,,2022-02-04
21,2898,,5.5268,,2022-02-04
22,3024,,5.5373,,2022-02-04
23,3150,,5.5469,,2022-02-04
24,3276,,5.5558,,2022-02-04
25,3402,,5.564,,2022-02-04
26,3528,,5.5717,,2022-02-04
27,3654,,5.5788,,2022-02-04
28,3780,,5.5855,,2022-02-04
29,3906,,5.5918,,2022-02-04
30,4032,,5.5976,,2022-02-04
31,4158,,5.6031,,2022-02-04
32,4284,,5.6083,,2022-02-04
33,4410,,5.6132,,2022-02-04
34,4536,,5.6178,,2022-02-04
35,4662,,5.6222,,2022-02-04
36,4788,,5.6263,,2022-02-04
37,4914,,5.6302,,2022-02-04
38,5040,,5.634,,2022-02-04
39,5166,,5.6375,,2022-02-04
40,5292,,5.6409,,2022-02-04
41,5418,,5.6441,,2022-02-04
42,5544,,5.6472,,2022-02-04
43,5670,,5.6501,,2022-02-04
44,5796,,5.6529,,2022-02-04
45,5922,,5.6556,,2022-02-04
46,6048,,5.6582,,2022-02-04
47,6174,,5.6607,,2022-02-04
48,6300,,5.663,,2022-02-04
49,6426,,5.6653,,2022-02-04
50,6552,,5.6675,,2022-02-04
51,6678,,5.6696,,2022-02-04
52,6804,,5.6716,,2022-02-04
53,6930,,5.6736,,2022-02-04
54,7056,,5.6755,,2022-02-04
55,7182,,5.6773,,2022-02-04
56,7308,,5.6791,,2022-02-04
57,7434,,5.6808,,2022-02-04
58,7560,,5.6824,,2022-02-04
59,7686,,5.684,,2022-02-04
60,7812,,5.6855,,2022-02-04
61,7938,,5.687,,2022-02-04
62,8064,,5.6885,,2022-02-04
63,8190,,5.6899,,2022-02-04
64,8316,,5.6912,,2022-02-04
65,8442,,5.6925,,2022-02-04
66,8568,,5.6938,,2022-02-04
67,8694,,5.6951,,2022-02-04
68,8820,,5.6963,,2022-02-04
69,8946,,5.6974,,2022-02-04
70,9072,,5.6986,,2022-02-04
71,9198,,5.6997,,2022-02-04
72,9324,,5.7008,,2022-02-04
73,9450,,5.7018,,2022-02-04
74,9576,,5.7028,,2022-02-04
0,252,11.9889,6.493,5.1608,2022-02-07
1,378,11.6877,5.9371,5.4283,2022-02-07
2,504,11.3696,5.5709,5.4927,2022-02-07
3,630,11.1482,5.3691,5.4846,2022-02-07
4,756,11.0295,5.2701,5.471,2022-02-07
5,882,10.9897,5.2306,5.4728,2022-02-07
6,1008,11.0025,5.2245,5.4911,2022-02-07
7,1134,11.0467,5.2366,5.5209,2022-02-07
8,1260,11.1077,5.258,5.5574,2022-02-07
9,1386,11.1757,5.2834,5.5966,2022-02-07
10,1512,11.2451,5.31,5.6358,2022-02-07
11,1638,11.3123,5.3362,5.6733,2022-02-07
12,1764,11.3758,5.361,5.7087,2022-02-07
13,1890,11.4346,5.3842,5.7412,2022-02-07
14,2016,11.4886,5.4055,5.7711,2022-02-07
15,2142,11.538,5.4251,5.7983,2022-02-07
16,2268,11.583,5.4429,5.8231,2022-02-07
17,2394,11.624,5.4592,5.8456,2022-02-07
18,2520,11.6613,5.474,5.8661,2022-02-07
19,2646,11.6955,5.4876,5.8849,2022-02-07
20,2772,,5.5,,2022-02-07
21,2898,,5.5114,,2022-02-07
22,3024,,5.5219,,2022-02-07
23,3150,,5.5316,,2022-02-07
24,3276,,5.5406,,2022-02-07
25,3402,,5.5489,,2022-02-07
26,3528,,5.5566,,2022-02-07
27,3654,,5.5638,,2022-02-07
28,3780,,5.5705,,2022-02-07
29,3906,,5.5768,,2022-02-07
30,4032,,5.5827,,2022-02-07
31,4158,,5.5882,,2022-02-07
32,4284,,5.5934,,2022-02-07
33,4410,,5.5983,,2022-02-07
34,4536,,5.603,,2022-02-07
35,4662,,5.6073,,2022-02-07
36,4788,,5.6115,,2022-02-07
37,4914,,5.6155,,2022-02-07
38,5040,,5.6192,,2022-02-07
39,5166,,5.6228,,2022-02-07
40,5292,,5.6262,,2022-02-07
41,5418,,5.6294,,2022-02-07
42,5544,,5.6325,,2022-02-07
43,5670,,5.6354,,2022-02-07
44,5796,,5.6383,,2022-02-07
45,5922,,5.641,,2022-02-07
46,6048,,5.6436,,2022-02-07
47,6174,,5.646,,2022-02-07
48,6300,,5.6484,,2022-02-07
49,6426,,5.6507,,2022-02-07
50,6552,,5.6529,,2022-02-07
51,6678,,5.655,,2022-02-07
52,6804,,5.6571,,2022-02-07
53,6930,,5.6591,,2022-02-07
54,7056,,5.661,,2022-02-07
55,7182,,5.6628,,2022-02-07
56,7308,,5.6646,,2022-02-07
57,7434,,5.6663,,2022-02-07
58,7560,,5.6679,,2022-02-07
59,7686,,5.6695,,2022-02-07
60,7812,,5.6711,,2022-02-07
61,7938,,5.6726,,2022-02-07
62,8064,,5.674,,2022-02-07
63,8190,,5.6754,,2022-02-07
64,8316,,5.6768,,2022-02-07
65,8442,,5.6781,,2022-02-07
66,8568,,5.6794,,2022-02-07
67,8694,,5.6806,,2022-02-07
68,8820,,5.6818,,2022-02-07
69,8946,,5.683,,2022-02-07
70,9072,,5.6842,,2022-02-07
71,9198,,5.6853,,2022-02-07
72,9324,,5.6863,,2022-02-07
73,9450,,5.6874,,2022-02-07
74,9576,,5.6884,,2022-02-07
0,252,12.1552,6.5648,5.246,2022-02-08
1,378,11.8594,6.0272,5.5006,2022-02-08
2,504,11.5349,5.6624,5.5577,2022-02-08
3,630,11.3031,5.4568,5.5437,2022-02-08
4,756,11.1736,5.3529,5.5249,2022-02-08
5,882,11.1248,5.309,5.5226,2022-02-08
6,1008,11.1316,5.2992,5.5388,2022-02-08
7,1134,11.1733,5.3083,5.5693,2022-02-08
8,1260,11.2352,5.3271,5.6092,2022-02-08
9,1386,11.3073,5.3506,5.6541,2022-02-08
10,1512,11.383,5.3756,5.7009,2022-02-08
11,1638,11.4584,5.4005,5.7475,2022-02-08
12,1764,11.531,5.4243,5.7924,2022-02-08
13,1890,11.5998,5.4466,5.8353,2022-02-08
14,2016,11.664,5.4672,5.8755,2022-02-08
15,2142,11.7234,5.4862,5.9128,2022-02-08
16,2268,11.7783,5.5035,5.9474,2022-02-08
17,2394,11.8288,5.5194,5.9793,2022-02-08
18,2520,11.8752,5.5338,6.0088,2022-02-08
19,2646,11.9179,5.5471,6.0359,2022-02-08
20,2772,,5.5592,,2022-02-08
21,2898,,5.5703,,2022-02-08
22,3024,,5.5806,,2022-02-08
23,3150,,5.5901,,2022-02-08
24,3276,,5.5988,,2022-02-08
25,3402,,5.6069,,2022-02-08
26,3528,,5.6145,,2022-02-08
27,3654,,5.6215,,2022-02-08
28,3780,,5.6281,,2022-02-08
29,3906,,5.6342,,2022-02-08
30,4032,,5.64,,2022-02-08
31,4158,,5.6454,,2022-02-08
32,4284,,5.6505,,2022-02-08
33,4410,,5.6553,,2022-02-08
34,4536,,5.6598,,2022-02-08
35,4662,,5.6641,,2022-02-08
36,4788,,5.6682,,2022-02-08
37,4914,,5.6721,,2022-02-08
38,5040,,5.6757,,2022-02-08
39,5166,,5.6792,,2022-02-08
40,5292,,5.6825,,2022-02-08
41,5418,,5.6857,,2022-02-08
42,5544,,5.6887,,2022-02-08
43,5670,,5.6916,,2022-02-08
44,5796,,5.6944,,2022-02-08
45,5922,,5.697,,2022-02-08
46,6048,,5.6996,,2022-02-08
47,6174,,5.702,,2022-02-08
48,6300,,5.7043,,2022-02-08
49,6426,,5.7066,,2022-02-08
50,6552,,5.7087,,2022-02-08
51,6678,,5.7108,,2022-02-08
52,6804,,5.7128,,2022-02-08
53,6930,,5.7147,,2022-02-08
54,7056,,5.7166,,2022-02-08
55,7182,,5.7184,,2022-02-08
56,7308,,5.7201,,2022-02-08
57,7434,,5.7218,,2022-02-08
58,7560,,5.7234,,2022-02-08
59,7686,,5.7249,,2022-02-08
60,7812,,5.7265,,2022-02-08
61,7938,,5.7279,,2022-02-08
62,8064,,5.7293,,2022-02-08
63,8190,,5.7307,,2022-02-08
64,8316,,5.732,,2022-02-08
65,8442,,5.7333,,2022-02-08
66,8568,,5.7346,,2022-02-08
67,8694,,5.7358,,2022-02-08
68,8820,,5.737,,2022-02-08
69,8946,,5.7381,,2022-02-08
70,9072,,5.7393,,2022-02-08
71,9198,,5.7404,,2022-02-08
72,9324,,5.7414,,2022-02-08
73,9450,,5.7424,,2022-02-08
74,9576,,5.7434,,2022-02-08
0,252,12.3113,6.7829,5.1772,2022-02-09
1,378,12.0235,6.2079,5.4756,2022-02-09
2,504,11.6729,5.815,5.5359,2022-02-09
3,630,11.4021,5.5881,5.5063,2022-02-09
4,756,11.2319,5.4678,5.4652,2022-02-09
5,882,11.1455,5.4108,5.4403,2022-02-09
6,1008,11.1193,5.3905,5.4357,2022-02-09
7,1134,11.1327,5.3909,5.448,2022-02-09
8,1260,11.1704,5.4027,5.472,2022-02-09
9,1386,11.2218,5.4202,5.5033,2022-02-09
10,1512,11.2796,5.4402,5.5381,2022-02-09
11,1638,11.3394,5.4609,5.5741,2022-02-09
12,1764,11.3985,5.481,5.61,2022-02-09
13,1890,11.4552,5.5002,5.6445,2022-02-09
14,2016,11.5087,5.518,5.6774,2022-02-09
15,2142,11.5587,5.5346,5.7081,2022-02-09
16,2268,11.605,5.5498,5.7368,2022-02-09
17,2394,11.6478,5.5637,5.7634,2022-02-09
18,2520,11.6872,5.5764,5.788,2022-02-09
19,2646,11.7235,5.5881,5.8106,2022-02-09
20,2772,,5.5989,,2022-02-09
21,2898,,5.6087,,2022-02-09
22,3024,,5.6178,,2022-02-09
23,3150,,5.6262,,2022-02-09
24,3276,,5.634,,2022-02-09
25,3402,,5.6412,,2022-02-09
26,3528,,5.6479,,2022-02-09
27,3654,,5.6541,,2022-02-09
28,3780,,5.6599,,2022-02-09
29,3906,,5.6654,,2022-02-09
30,4032,,5.6705,,2022-02-09
31,4158,,5.6753,,2022-02-09
32,4284,,5.6798,,2022-02-09
33,4410,,5.6841,,2022-02-09
34,4536,,5.6881,,2022-02-09
35,4662,,5.6919,,2022-02-09
36,4788,,5.6956,,2022-02-09
37,4914,,5.699,,2022-02-09
38,5040,,5.7022,,2022-02-09
39,5166,,5.7053,,2022-02-09
40,5292,,5.7083,,2022-02-09
41,5418,,5.7111,,2022-02-09
42,5544,,5.7138,,2022-02-09
43,5670,,5.7163,,2022-02-09
44,5796,,5.7188,,2022-02-09
45,5922,,5.7211,,2022-02-09
46,6048,,5.7234,,2022-02-09
47,6174,,5.7256,,2022-02-09
48,6300,,5.7276,,2022-02-09
49,6426,,5.7296,,2022-02-09
50,6552,,5.7315,,2022-02-09
51,6678,,5.7334,,2022-02-09
52,6804,,5.7351,,2022-02-09
53,6930,,5.7369,,2022-02-09
54,7056,,5.7385,,2022-02-09
55,7182,,5.7401,,2022-02-09
56,7308,,5.7416,,2022-02-09
57,7434,,5.7431,,2022-02-09
58,7560,,5.7445,,2022-02-09
59,7686,,5.7459,,2022-02-09
60,7812,,5.7473,,2022-02-09
61,7938,,5.7486,,2022-02-09
62,8064,,5.7498,,2022-02-09
63,8190,,5.7511,,2022-02-09
64,8316,,5.7522,,2022-02-09
65,8442,,5.7534,,2022-02-09
66,8568,,5.7545,,2022-02-09
67,8694,,5.7556,,2022-02-09
68,8820,,5.7566,,2022-02-09
69,8946,,5.7577,,2022-02-09
70,9072,,5.7587,,2022-02-09
71,9198,,5.7596,,2022-02-09
72,9324,,5.7606,,2022-02-09
73,9450,,5.7615,,2022-02-09
74,9576,,5.7624,,2022-02-09
0,252,12.4064,6.7509,5.2978,2022-02-10
1,378,12.1412,6.2042,5.5901,2022-02-10
2,504,11.8055,5.8289,5.6474,2022-02-10
3,630,11.5407,5.6117,5.6139,2022-02-10
4,756,11.3692,5.4964,5.5668,2022-02-10
